weight,peel color,flesh color,texture,size,name
99,4,65,12,81,apple
240,2,65,12,71,apple
274,0,69,13,55,apple
226,2,68,9,53,apple
163,2,67,14,95,apple
97,7,69,11,58,apple
224,0,67,8,96,apple
224,2,64,13,51,apple
288,7,67,11,83,apple
197,7,63,9,54,apple
249,9,68,8,83,apple
274,3,64,7,90,apple
122,0,67,11,97,apple
97,3,63,12,91,apple
271,5,67,13,64,apple
110,4,66,7,68,apple
273,7,67,4,87,apple
251,0,68,8,61,apple
153,0,67,5,99,apple
237,3,68,11,62,apple
179,5,68,7,61,apple
245,0,67,11,88,apple
150,6,68,9,85,apple
269,9,63,12,77,apple
233,1,64,6,73,apple
290,5,65,7,77,apple
213,7,68,14,96,apple
235,3,63,9,69,apple
143,6,65,13,59,apple
203,1,68,4,91,apple
194,8,65,13,73,apple
100,7,68,13,51,apple
95,5,64,13,83,apple
299,0,68,3,58,apple
103,5,69,13,67,apple
158,7,67,11,88,apple
242,0,69,6,95,apple
224,9,67,6,65,apple
234,5,66,7,94,apple
292,6,65,5,87,apple
189,7,68,13,98,apple
293,3,66,7,96,apple
153,5,66,4,77,apple
263,8,65,3,90,apple
148,1,68,6,64,apple
275,9,69,9,71,apple
74,5,68,4,99,apple
276,9,67,8,67,apple
279,4,67,8,89,apple
161,9,67,9,68,apple
81,9,69,14,73,apple
139,4,66,4,96,apple
76,2,64,8,74,apple
263,5,66,12,50,apple
87,5,64,11,82,apple
172,1,66,13,98,apple
265,8,68,5,56,apple
195,1,66,6,96,apple
204,1,68,7,83,apple
284,1,67,6,82,apple
129,1,65,8,53,apple
104,7,64,4,92,apple
254,6,66,12,79,apple
98,6,68,12,73,apple
182,0,63,12,54,apple
118,4,66,11,95,apple
100,2,63,4,54,apple
98,1,66,11,68,apple
223,2,63,6,58,apple
112,1,66,14,85,apple
99,1,67,12,88,apple
206,5,66,3,53,apple
216,6,68,4,89,apple
127,6,65,3,91,apple
289,3,63,9,81,apple
162,9,67,6,93,apple
175,9,66,11,73,apple
112,6,68,8,69,apple
138,6,65,10,79,apple
181,3,65,6,86,apple
150,6,63,12,52,apple
280,8,68,10,73,apple
259,3,65,7,93,apple
234,7,64,12,59,apple
270,3,67,7,93,apple
214,2,69,8,78,apple
125,8,69,10,70,apple
158,6,64,9,82,apple
249,5,63,6,66,apple
250,7,67,4,88,apple
128,5,64,4,73,apple
263,9,64,4,67,apple
202,0,68,8,67,apple
291,7,63,8,80,apple
251,5,69,8,64,apple
240,1,64,8,73,apple
193,2,63,12,62,apple
103,1,67,8,51,apple
180,3,65,3,79,apple
107,6,69,11,58,apple
158,4,64,7,72,apple
180,7,69,14,93,apple
232,4,66,12,70,apple
250,7,69,11,59,apple
240,7,68,3,52,apple
183,3,63,14,88,apple
98,2,66,11,92,apple
143,2,69,12,72,apple
111,8,64,3,55,apple
150,3,66,4,90,apple
75,8,66,11,79,apple
248,1,67,7,65,apple
178,1,68,10,68,apple
220,4,67,14,55,apple
72,1,65,11,95,apple
227,1,66,5,57,apple
227,8,68,14,82,apple
168,3,68,13,92,apple
211,9,64,4,91,apple
113,4,66,6,50,apple
127,4,69,6,79,apple
276,2,68,5,71,apple
165,9,69,11,94,apple
97,3,68,9,99,apple
129,4,68,8,90,apple
90,6,67,13,81,apple
251,5,67,14,66,apple
223,9,68,7,73,apple
106,7,66,9,71,apple
232,1,65,7,57,apple
280,8,64,12,88,apple
167,4,63,11,73,apple
156,0,66,12,50,apple
273,4,64,8,95,apple
145,7,67,3,60,apple
175,5,65,12,81,apple
251,6,68,13,79,apple
79,2,63,3,56,apple
199,1,65,10,70,apple
240,8,69,12,70,apple
130,4,68,11,87,apple
93,0,64,11,63,apple
212,5,66,12,93,apple
218,5,68,8,71,apple
221,9,67,14,53,apple
281,4,63,7,72,apple
222,8,67,3,99,apple
244,7,63,12,94,apple
110,1,66,6,87,apple
127,9,64,7,73,apple
267,1,66,8,54,apple
153,7,65,5,94,apple
148,0,65,9,91,apple
214,7,66,10,70,apple
225,6,65,6,99,apple
174,0,63,7,71,apple
135,1,69,14,81,apple
109,7,66,13,59,apple
123,7,69,3,67,apple
264,0,69,4,80,apple
235,7,68,8,60,apple
289,2,66,14,70,apple
111,7,63,4,76,apple
268,9,65,14,80,apple
223,1,67,13,78,apple
103,1,63,9,64,apple
216,3,64,9,56,apple
109,2,69,12,83,apple
125,0,68,3,97,apple
293,0,66,9,89,apple
80,6,67,13,67,apple
288,1,64,9,91,apple
175,7,64,13,91,apple
299,1,64,13,94,apple
117,6,67,13,52,apple
126,0,66,4,81,apple
93,1,67,9,61,apple
175,3,64,3,60,apple
132,0,64,8,81,apple
282,4,67,5,66,apple
225,7,69,10,80,apple
133,9,65,14,87,apple
211,6,64,14,91,apple
89,2,64,13,80,apple
174,7,69,7,56,apple
227,1,67,9,96,apple
135,0,68,10,72,apple
258,9,65,5,65,apple
120,4,64,6,79,apple
111,6,66,10,96,apple
148,6,68,7,99,apple
210,9,64,12,56,apple
190,9,63,13,56,apple
135,1,65,9,71,apple
156,6,66,4,53,apple
224,9,65,12,67,apple
237,9,69,5,64,apple
211,4,69,11,65,apple
193,0,64,4,99,apple
241,3,65,11,94,apple
290,1,65,11,79,apple
136,6,69,5,57,apple
196,6,64,13,57,apple
99,1,68,4,67,apple
259,2,69,14,60,apple
172,8,66,3,81,apple
299,3,67,10,72,apple
239,6,67,5,76,apple
107,8,64,12,96,apple
134,4,66,4,79,apple
209,9,67,11,62,apple
232,1,65,6,54,apple
141,0,65,6,53,apple
147,1,67,5,77,apple
183,8,64,10,50,apple
157,1,68,11,85,apple
218,9,67,3,74,apple
130,6,65,7,84,apple
135,2,63,5,94,apple
105,7,64,5,85,apple
276,1,69,13,76,apple
196,5,64,14,91,apple
140,0,66,7,75,apple
285,1,69,9,54,apple
229,0,65,13,70,apple
110,2,67,3,92,apple
185,5,66,12,65,apple
296,9,68,4,86,apple
240,3,67,13,50,apple
94,7,66,13,60,apple
101,4,66,13,95,apple
91,0,67,4,95,apple
109,9,69,11,90,apple
85,0,63,7,61,apple
205,3,69,4,54,apple
285,5,65,11,90,apple
273,1,63,9,80,apple
252,3,69,12,52,apple
207,3,65,14,67,apple
109,4,67,7,87,apple
181,5,66,6,74,apple
163,4,64,9,99,apple
213,8,66,7,74,apple
105,7,63,4,90,apple
216,4,64,9,73,apple
88,6,65,8,77,apple
187,2,64,11,74,apple
91,7,64,5,50,apple
170,2,64,11,91,apple
298,9,65,11,68,apple
298,5,63,10,82,apple
100,2,69,4,89,apple
164,1,69,12,54,apple
184,9,69,8,67,apple
145,3,65,7,67,apple
262,5,65,9,99,apple
111,7,68,5,61,apple
298,3,63,10,89,apple
294,8,68,12,92,apple
251,7,64,10,52,apple
123,8,69,6,96,apple
298,0,68,9,75,apple
180,9,65,5,92,apple
198,0,66,5,62,apple
214,3,67,9,72,apple
94,6,64,3,52,apple
111,8,69,13,70,apple
178,8,66,12,76,apple
89,1,69,8,63,apple
132,6,69,7,56,apple
149,5,66,7,58,apple
74,5,65,5,79,apple
79,0,69,13,64,apple
101,3,65,10,83,apple
210,7,67,8,63,apple
200,2,69,13,62,apple
209,6,66,5,70,apple
164,3,67,13,97,apple
272,8,66,12,86,apple
192,5,65,11,99,apple
294,0,66,14,96,apple
201,6,67,10,59,apple
198,6,69,11,83,apple
107,3,67,7,67,apple
201,2,68,4,58,apple
143,3,64,5,63,apple
114,3,65,3,67,apple
220,8,68,8,54,apple
200,5,64,3,82,apple
105,9,68,5,50,apple
80,2,63,9,52,apple
217,9,64,9,50,apple
206,4,67,10,62,apple
127,3,66,3,73,apple
207,7,68,7,94,apple
136,8,64,4,80,apple
208,3,68,14,83,apple
162,9,68,10,59,apple
90,4,69,10,58,apple
140,0,63,14,91,apple
168,3,65,4,68,apple
267,6,63,7,62,apple
244,6,64,14,54,apple
242,9,64,7,96,apple
190,7,63,5,81,apple
213,9,65,10,58,apple
259,6,64,12,91,apple
114,4,69,10,56,apple
284,3,66,14,95,apple
128,7,64,11,97,apple
278,0,67,9,77,apple
237,7,68,14,89,apple
121,9,63,14,99,apple
256,5,64,10,65,apple
229,9,69,12,61,apple
282,2,64,7,93,apple
189,7,68,5,90,apple
268,9,67,10,53,apple
144,0,65,8,92,apple
129,8,67,8,57,apple
141,2,64,12,52,apple
238,5,64,12,58,apple
270,4,63,14,62,apple
129,9,64,5,59,apple
195,1,69,11,84,apple
225,2,69,11,91,apple
240,4,69,5,61,apple
273,1,65,14,52,apple
271,9,64,10,89,apple
292,9,63,6,66,apple
133,6,69,7,95,apple
210,8,65,3,62,apple
202,3,65,12,74,apple
154,0,65,3,54,apple
228,2,65,13,93,apple
136,7,69,13,99,apple
100,0,63,14,97,apple
275,5,65,14,75,apple
224,7,65,14,75,apple
110,0,66,3,74,apple
297,1,64,13,73,apple
205,6,63,5,99,apple
249,6,63,9,50,apple
111,4,63,13,59,apple
92,0,68,8,89,apple
113,1,64,4,98,apple
95,6,67,6,97,apple
220,0,63,7,86,apple
241,7,67,10,68,apple
91,4,68,11,69,apple
171,8,63,14,94,apple
254,8,63,11,71,apple
266,8,64,3,69,apple
139,2,63,9,70,apple
78,8,66,5,76,apple
118,8,64,12,74,apple
150,9,65,8,92,apple
139,1,66,3,96,apple
226,0,69,14,71,apple
174,4,67,8,95,apple
223,5,67,12,71,apple
288,7,63,3,58,apple
169,7,65,13,89,apple
210,8,67,12,65,apple
161,1,63,10,90,apple
119,8,66,14,86,apple
88,0,65,4,88,apple
179,2,64,5,59,apple
204,6,65,8,99,apple
227,0,63,4,76,apple
211,7,68,5,70,apple
139,6,63,12,82,apple
180,0,69,5,90,apple
259,7,66,12,91,apple
146,9,63,6,62,apple
159,5,65,5,95,apple
198,7,63,7,88,apple
251,9,65,3,89,apple
125,9,69,12,71,apple
85,3,65,7,65,apple
237,6,65,7,70,apple
224,6,63,8,57,apple
99,7,67,3,90,apple
247,3,63,5,67,apple
204,2,65,12,76,apple
165,4,68,8,51,apple
197,0,63,12,87,apple
265,7,67,14,76,apple
141,7,67,7,86,apple
186,5,66,9,57,apple
152,2,69,5,96,apple
132,1,64,7,81,apple
231,2,65,11,55,apple
96,0,63,13,63,apple
297,1,67,13,56,apple
180,7,66,11,58,apple
91,0,69,8,51,apple
164,5,69,10,77,apple
96,6,68,13,84,apple
275,5,63,8,86,apple
121,0,64,7,51,apple
285,2,68,4,84,apple
261,3,67,8,81,apple
249,2,66,4,83,apple
158,7,68,14,86,apple
72,8,66,3,81,apple
298,8,63,12,79,apple
265,0,64,11,81,apple
296,9,64,6,57,apple
74,8,69,4,82,apple
119,4,69,10,94,apple
150,6,63,11,71,apple
144,8,67,12,78,apple
253,6,63,14,70,apple
201,8,63,12,75,apple
182,9,66,4,56,apple
213,8,66,5,69,apple
283,5,64,6,82,apple
79,6,67,4,67,apple
213,4,63,14,89,apple
200,9,65,14,99,apple
161,6,63,13,75,apple
135,3,69,6,62,apple
299,2,67,5,92,apple
172,7,69,5,99,apple
218,1,68,7,72,apple
212,2,64,6,80,apple
100,4,66,6,74,apple
118,9,63,5,74,apple
78,8,65,6,76,apple
279,1,66,11,58,apple
187,3,68,9,59,apple
252,2,63,10,88,apple
126,0,66,7,76,apple
83,2,68,12,55,apple
172,0,69,7,61,apple
245,4,66,4,68,apple
208,8,68,12,57,apple
279,4,63,5,78,apple
276,8,67,12,98,apple
252,1,64,3,61,apple
225,5,69,12,81,apple
115,9,64,12,97,apple
148,7,65,3,99,apple
195,6,63,9,78,apple
87,9,63,6,88,apple
225,1,67,11,69,apple
232,8,66,3,80,apple
99,3,63,11,74,apple
212,5,65,3,62,apple
146,7,63,4,60,apple
212,1,65,14,64,apple
152,6,66,9,70,apple
275,2,64,9,88,apple
98,2,68,12,98,apple
290,0,65,4,79,apple
125,5,66,14,97,apple
287,5,69,6,63,apple
253,1,63,5,65,apple
106,4,67,6,92,apple
286,7,69,10,94,apple
262,8,69,11,97,apple
281,3,68,3,94,apple
125,3,67,10,86,apple
262,5,64,3,96,apple
121,7,68,3,52,apple
91,1,63,10,87,apple
188,6,69,4,87,apple
200,4,63,11,66,apple
212,4,69,13,83,apple
152,4,65,3,97,apple
101,5,65,6,53,apple
287,5,67,8,99,apple
129,1,67,13,62,apple
155,9,69,8,51,apple
136,2,64,12,66,apple
206,8,64,11,77,apple
171,3,66,5,65,apple
230,6,66,13,74,apple
295,0,68,7,98,apple
263,2,67,4,79,apple
235,1,69,11,66,apple
267,3,64,6,80,apple
208,6,63,11,64,apple
160,7,66,9,66,apple
265,5,69,3,88,apple
202,0,65,5,57,apple
113,3,63,5,60,apple
178,5,63,14,54,apple
268,1,69,5,89,apple
153,5,66,12,77,apple
274,6,68,4,99,apple
199,2,68,4,71,apple
200,4,65,3,89,apple
71,8,64,6,87,apple
73,6,68,10,69,apple
205,5,67,10,88,apple
190,0,67,14,82,apple
237,6,66,7,76,apple
182,6,63,4,52,apple
71,3,65,11,76,apple
78,8,69,4,96,apple
110,9,67,7,51,apple
192,8,67,11,95,apple
272,3,66,4,68,apple
218,8,69,5,97,apple
149,2,69,14,98,apple
284,9,65,10,82,apple
236,1,64,11,71,apple
157,7,67,9,68,apple
289,4,68,5,72,apple
158,8,65,7,64,apple
241,3,65,14,55,apple
145,9,65,7,81,apple
130,0,65,5,71,apple
297,8,67,13,58,apple
122,1,63,9,94,apple
97,9,65,4,84,apple
268,4,66,6,55,apple
114,5,66,5,76,apple
268,2,65,7,85,apple
169,5,64,12,58,apple
185,4,67,11,54,apple
280,3,67,14,68,apple
159,6,69,6,88,apple
185,6,65,7,72,apple
294,5,64,12,52,apple
216,9,68,11,73,apple
76,8,64,3,89,apple
74,3,67,8,53,apple
290,5,66,8,66,apple
238,3,66,5,65,apple
236,7,63,12,97,apple
285,2,63,10,53,apple
178,1,67,12,74,apple
104,0,67,4,54,apple
201,8,64,7,85,apple
289,7,63,11,65,apple
121,4,65,10,96,apple
298,7,67,8,61,apple
271,4,69,10,91,apple
266,3,63,10,96,apple
174,7,65,12,90,apple
123,2,66,3,91,apple
178,9,69,8,85,apple
89,5,69,6,59,apple
288,9,67,12,67,apple
87,4,65,6,60,apple
195,9,67,11,79,apple
255,1,66,8,91,apple
241,7,63,14,98,apple
253,4,63,14,97,apple
267,5,65,14,99,apple
171,9,65,12,75,apple
140,1,64,3,59,apple
153,0,64,8,77,apple
74,2,66,3,80,apple
75,7,67,6,55,apple
197,5,67,6,70,apple
166,3,66,7,99,apple
228,1,63,7,66,apple
110,2,64,4,53,apple
159,9,67,8,82,apple
92,5,65,8,79,apple
161,4,65,13,78,apple
142,4,66,4,69,apple
148,5,68,5,57,apple
242,1,66,12,69,apple
77,2,63,7,71,apple
149,4,67,13,64,apple
148,7,66,12,53,apple
133,2,68,6,80,apple
182,1,66,13,71,apple
188,0,68,10,54,apple
179,1,67,7,71,apple
126,3,65,6,84,apple
161,5,63,3,83,apple
191,2,67,11,55,apple
222,4,63,13,58,apple
266,6,64,3,74,apple
277,8,64,8,58,apple
75,8,64,10,58,apple
95,0,69,11,70,apple
128,4,63,7,72,apple
141,4,68,9,98,apple
265,1,64,6,53,apple
166,2,68,4,75,apple
216,4,63,14,79,apple
115,0,69,4,75,apple
91,7,69,13,90,apple
296,8,67,8,54,apple
290,7,69,4,99,apple
205,9,66,13,65,apple
111,6,69,6,80,apple
112,9,66,7,66,apple
144,1,66,14,54,apple
126,3,65,4,51,apple
230,7,67,5,54,apple
222,9,67,12,57,apple
116,0,66,5,86,apple
263,8,65,14,87,apple
130,5,64,4,98,apple
104,1,63,14,57,apple
257,8,65,12,54,apple
133,6,63,12,98,apple
289,4,65,8,88,apple
250,9,64,3,80,apple
264,4,63,9,91,apple
159,2,64,11,77,apple
127,0,68,4,56,apple
127,0,69,4,69,apple
232,2,67,14,60,apple
262,7,69,14,57,apple
267,9,65,11,74,apple
155,5,66,11,66,apple
155,3,65,3,81,apple
162,7,63,8,91,apple
227,8,64,13,53,apple
117,3,63,14,68,apple
228,6,68,10,85,apple
267,0,69,14,63,apple
153,7,66,11,98,apple
125,4,68,3,89,apple
96,0,67,7,86,apple
251,6,66,3,50,apple
281,3,67,6,72,apple
121,0,67,4,60,apple
275,6,65,4,96,apple
250,0,67,14,88,apple
181,1,65,3,76,apple
86,9,68,3,95,apple
139,2,65,10,62,apple
132,1,67,6,88,apple
91,3,68,5,58,apple
87,4,67,4,53,apple
136,2,65,5,63,apple
169,8,64,14,52,apple
246,1,65,6,68,apple
151,2,63,12,50,apple
136,7,64,9,95,apple
117,3,64,13,76,apple
150,4,68,14,98,apple
123,1,68,12,89,apple
160,3,63,7,64,apple
246,5,68,6,95,apple
214,4,65,8,97,apple
124,8,64,12,75,apple
164,0,68,9,63,apple
139,4,66,9,93,apple
237,2,68,14,67,apple
110,8,63,4,96,apple
142,3,63,14,65,apple
90,9,64,12,89,apple
185,2,64,9,76,apple
79,0,65,8,65,apple
155,6,68,8,85,apple
162,9,69,9,79,apple
254,8,66,10,87,apple
209,6,63,12,93,apple
178,3,64,6,94,apple
118,0,68,5,84,apple
188,9,69,10,90,apple
96,2,66,8,95,apple
77,2,64,5,55,apple
285,7,66,9,69,apple
129,1,64,7,96,apple
116,8,64,8,99,apple
170,2,67,12,71,apple
89,0,68,13,99,apple
152,5,67,4,68,apple
81,3,67,5,68,apple
110,7,68,6,90,apple
178,2,65,10,54,apple
202,8,63,5,50,apple
110,5,68,10,98,apple
170,1,69,12,80,apple
141,1,67,10,56,apple
148,6,64,5,90,apple
273,8,65,13,62,apple
200,2,66,14,59,apple
207,9,68,10,57,apple
98,1,65,4,95,apple
73,8,68,10,79,apple
226,2,65,3,94,apple
201,4,68,14,51,apple
260,8,68,9,94,apple
232,8,63,9,84,apple
233,7,65,10,98,apple
264,6,68,11,78,apple
215,4,67,7,70,apple
181,0,65,4,51,apple
117,9,69,12,69,apple
87,7,68,14,54,apple
221,6,63,12,85,apple
258,2,66,9,54,apple
265,9,67,8,77,apple
174,5,63,8,94,apple
264,5,67,6,55,apple
88,4,64,4,60,apple
110,8,66,11,52,apple
160,4,69,6,66,apple
248,4,65,9,56,apple
154,8,67,6,91,apple
112,2,63,7,68,apple
93,1,64,5,77,apple
144,7,69,3,88,apple
284,1,67,4,77,apple
266,8,69,5,52,apple
119,6,68,12,50,apple
184,0,69,9,70,apple
172,4,68,8,84,apple
151,5,66,6,86,apple
270,0,67,5,76,apple
218,0,67,13,52,apple
114,7,65,5,51,apple
207,4,64,6,85,apple
111,2,68,6,86,apple
238,6,69,6,78,apple
75,1,63,8,70,apple
248,6,68,13,58,apple
245,4,68,4,82,apple
198,6,64,6,55,apple
90,7,63,8,55,apple
93,9,66,10,86,apple
212,1,64,13,95,apple
104,0,69,7,80,apple
193,3,65,12,98,apple
284,8,65,8,72,apple
281,7,63,5,52,apple
279,9,63,9,85,apple
150,1,64,12,73,apple
160,3,63,10,52,apple
235,3,64,8,87,apple
239,6,65,14,68,apple
293,7,64,14,77,apple
149,7,64,14,82,apple
75,8,69,4,78,apple
171,3,63,11,90,apple
195,8,63,9,77,apple
223,8,67,10,63,apple
234,0,64,14,70,apple
155,3,64,3,50,apple
158,4,69,9,78,apple
171,2,64,8,62,apple
258,8,64,3,51,apple
260,3,63,12,69,apple
262,4,67,12,56,apple
174,9,65,5,72,apple
116,8,66,14,76,apple
196,6,68,4,78,apple
276,9,69,11,64,apple
230,9,65,5,87,apple
298,3,67,4,61,apple
154,8,66,6,89,apple
104,0,65,10,82,apple
185,5,63,12,71,apple
120,1,63,13,69,apple
263,5,63,4,67,apple
121,6,64,4,69,apple
194,7,65,4,67,apple
266,4,63,6,93,apple
246,2,63,14,79,apple
114,7,63,5,51,apple
156,8,68,3,95,apple
240,1,69,8,52,apple
162,7,69,13,64,apple
98,4,63,10,67,apple
123,4,64,11,55,apple
289,1,65,13,72,apple
160,6,66,6,65,apple
213,1,67,13,92,apple
181,5,67,14,52,apple
250,2,65,5,62,apple
119,8,68,4,51,apple
262,2,63,12,82,apple
91,0,67,10,78,apple
235,2,64,11,77,apple
157,5,66,13,85,apple
194,6,69,6,64,apple
276,1,68,6,84,apple
173,9,68,12,91,apple
239,4,65,4,81,apple
154,8,69,8,79,apple
124,8,64,3,76,apple
133,1,66,5,79,apple
165,0,66,11,50,apple
95,0,68,5,56,apple
106,5,68,7,50,apple
132,8,63,4,88,apple
209,8,66,13,59,apple
87,9,67,5,80,apple
132,7,63,7,67,apple
210,8,65,3,80,apple
142,4,67,4,91,apple
87,5,63,6,61,apple
145,6,65,11,53,apple
187,9,68,12,50,apple
159,4,65,4,59,apple
193,1,69,5,91,apple
297,0,68,4,97,apple
129,4,67,8,88,apple
123,1,64,9,97,apple
171,3,66,9,69,apple
221,2,68,8,95,apple
188,5,66,3,78,apple
124,5,67,9,70,apple
71,3,67,12,73,apple
220,2,64,13,64,apple
86,6,65,14,63,apple
195,3,68,13,56,apple
209,4,68,6,72,apple
283,9,64,7,82,apple
105,2,67,9,58,apple
175,1,67,5,88,apple
287,8,68,4,78,apple
277,1,64,14,93,apple
88,4,63,14,75,apple
108,2,66,7,91,apple
100,8,65,6,80,apple
225,7,69,8,94,apple
199,7,69,14,80,apple
265,4,64,12,92,apple
172,7,65,7,95,apple
167,1,69,3,75,apple
256,6,68,3,82,apple
227,7,63,5,54,apple
290,9,69,12,81,apple
211,5,63,9,64,apple
299,3,63,8,71,apple
268,3,64,12,60,apple
149,0,69,6,66,apple
266,2,65,3,78,apple
293,4,65,7,87,apple
201,4,63,13,52,apple
133,4,69,7,99,apple
258,2,68,12,52,apple
122,3,64,3,84,apple
126,9,67,4,50,apple
263,8,63,12,97,apple
271,8,66,11,89,apple
261,2,65,3,85,apple
289,4,64,5,87,apple
244,5,65,7,85,apple
100,9,66,9,65,apple
122,4,66,11,72,apple
187,1,65,6,87,apple
274,6,67,5,99,apple
131,6,68,7,56,apple
123,0,64,4,72,apple
164,9,68,6,54,apple
161,2,65,5,54,apple
91,2,66,13,84,apple
221,5,66,9,84,apple
186,8,64,7,56,apple
293,0,68,3,58,apple
170,5,67,11,98,apple
94,8,68,5,50,apple
229,4,69,8,74,apple
73,4,64,14,62,apple
165,9,63,14,59,apple
164,2,63,13,77,apple
133,5,64,9,74,apple
71,9,68,13,96,apple
288,1,69,8,68,apple
121,6,69,13,91,apple
201,6,64,8,62,apple
144,4,63,4,86,apple
80,0,63,7,72,apple
224,0,66,7,92,apple
228,6,69,8,64,apple
231,2,66,7,93,apple
284,0,66,9,90,apple
115,6,68,5,56,apple
208,3,63,13,60,apple
224,3,65,4,82,apple
206,0,64,4,68,apple
287,7,63,10,90,apple
96,6,67,3,68,apple
121,9,68,14,78,apple
279,4,63,7,63,apple
85,2,63,5,78,apple
159,8,66,11,78,apple
257,3,64,13,89,apple
254,2,63,9,72,apple
106,2,67,6,50,apple
92,1,65,12,67,apple
236,4,65,14,87,apple
119,3,64,12,87,apple
167,4,65,9,59,apple
260,6,65,3,65,apple
207,6,65,4,97,apple
86,5,64,4,69,apple
176,6,67,10,56,apple
264,8,66,5,78,apple
70,9,66,6,71,apple
157,6,67,3,85,apple
216,5,68,13,77,apple
273,9,67,6,96,apple
155,0,64,11,92,apple
299,8,65,13,91,apple
116,3,63,8,97,apple
284,2,67,12,94,apple
256,6,66,14,99,apple
241,3,63,13,90,apple
157,0,65,4,67,apple
167,4,63,10,65,apple
210,2,64,10,77,apple
74,0,65,14,77,apple
145,5,66,11,84,apple
294,5,68,8,81,apple
77,6,67,8,90,apple
256,9,69,8,94,apple
177,6,65,9,70,apple
202,9,64,6,93,apple
141,5,65,3,81,apple
179,8,64,11,62,apple
280,7,66,5,80,apple
232,4,64,9,63,apple
127,4,65,12,92,apple
265,8,65,7,50,apple
106,9,68,5,77,apple
134,1,64,9,60,apple
241,3,69,12,60,apple
164,4,69,8,75,apple
298,6,63,12,69,apple
144,4,66,7,70,apple
291,6,66,14,55,apple
149,0,68,14,64,apple
236,8,67,4,87,apple
132,6,63,6,61,apple
139,9,69,8,57,apple
125,1,64,4,90,apple
244,2,68,12,86,apple
278,5,67,6,55,apple
249,9,65,6,71,apple
179,2,69,5,87,apple
297,9,67,5,78,apple
251,9,64,5,94,apple
135,1,69,9,50,apple
264,3,65,4,92,apple
77,0,65,7,96,apple
177,4,65,6,91,apple
121,8,66,5,99,apple
138,7,65,14,70,apple
252,6,68,3,81,apple
148,7,63,9,77,apple
296,9,68,5,74,apple
118,7,66,14,73,apple
203,6,69,5,65,apple
284,3,68,9,86,apple
211,6,63,14,53,apple
128,2,69,4,81,apple
186,6,65,3,58,apple
199,5,68,8,59,apple
186,4,63,7,79,apple
105,8,67,8,58,apple
235,3,65,14,95,apple
177,8,69,8,52,apple
107,2,69,4,58,apple
213,0,67,5,93,apple
296,7,69,12,91,apple
79,4,65,14,76,apple
183,2,68,14,69,apple
142,8,63,13,71,apple
212,3,69,6,51,apple
249,3,69,10,54,apple
218,1,69,5,68,apple
229,5,66,4,99,apple
227,9,67,4,58,apple
111,2,69,7,90,apple
209,0,66,3,81,apple
106,5,64,8,70,apple
143,6,66,5,70,apple
269,5,66,4,67,apple
194,6,66,13,78,apple
193,5,67,4,76,apple
105,5,67,4,91,apple
168,4,63,4,77,apple
123,6,66,13,92,apple
241,7,66,10,80,apple
116,345,339,86,4379,unknown
64,176,111,93,4156,unknown
47,337,94,96,9327,unknown
36,235,134,89,3788,unknown
51,119,254,87,9942,unknown
126,157,129,85,957,unknown
84,138,319,90,6896,unknown
21,116,94,98,8880,unknown
10,243,281,99,8345,unknown
119,119,309,86,1828,unknown
78,132,281,91,506,unknown
122,337,239,94,2194,unknown
98,122,349,86,3951,unknown
37,168,94,98,4513,unknown
87,135,333,97,965,unknown
111,113,140,98,4866,unknown
79,250,92,97,4486,unknown
23,167,301,92,2106,unknown
44,274,319,81,1156,unknown
114,230,83,87,5613,unknown
45,227,150,86,2482,unknown
50,150,234,87,7564,unknown
59,310,278,99,9076,unknown
65,264,305,80,1248,unknown
11,301,205,84,1523,unknown
51,172,294,86,2061,unknown
8,239,119,81,4690,unknown
115,324,186,91,7773,unknown
53,335,188,91,6207,unknown
35,303,142,81,8121,unknown
39,182,312,82,5445,unknown
78,224,250,97,2356,unknown
3,100,117,81,3506,unknown
24,323,148,97,6225,unknown
126,324,213,92,6872,unknown
67,183,175,99,8884,unknown
46,255,135,81,9692,unknown
67,143,304,85,2078,unknown
72,239,84,83,574,unknown
124,202,276,97,5875,unknown
76,250,348,91,4517,unknown
28,315,262,85,3472,unknown
15,195,102,89,6505,unknown
72,341,201,93,4379,unknown
48,344,189,91,5157,unknown
123,117,331,99,8998,unknown
105,249,269,85,7903,unknown
55,305,225,85,8792,unknown
22,284,80,95,1566,unknown
120,331,326,90,2959,unknown
116,300,214,91,1542,unknown
87,317,91,82,8203,unknown
10,250,123,87,4156,unknown
22,117,323,89,8629,unknown
105,172,230,90,1085,unknown
11,274,113,82,7404,unknown
96,261,207,82,8733,unknown
106,345,92,96,4370,unknown
89,358,166,88,9030,unknown
54,151,223,84,8941,unknown
114,235,119,94,5221,unknown
91,310,299,80,9791,unknown
10,307,353,95,7507,unknown
39,262,163,91,1866,unknown
106,275,88,91,8013,unknown
79,170,94,97,6485,unknown
124,265,320,87,9018,unknown
83,204,268,91,9605,unknown
97,307,102,97,9948,unknown
116,330,261,83,4751,unknown
120,184,83,95,5584,unknown
55,128,216,80,748,unknown
46,336,343,81,8620,unknown
2,347,350,88,4151,unknown
122,158,342,95,2859,unknown
38,290,100,84,8377,unknown
106,227,232,88,4036,unknown
1,183,182,99,2574,unknown
54,170,231,80,4378,unknown
27,277,331,92,3319,unknown
59,186,311,92,5977,unknown
48,275,119,83,3996,unknown
67,331,339,92,8469,unknown
